Date,New_Sentiment,Close
2014-01-02 00:00:00,0.0199999999999999,25.88
2014-01-03 00:00:00,-0.1,25.88
2014-01-03 16:00:00,-0.1,25.88
2014-01-04 00:00:00,-2.775557561562892e-17,25.88
2014-01-06 16:00:00,-2.775557561562892e-17,25.61
2014-01-07 00:00:00,-0.18,25.61
2014-01-07 16:00:00,-0.18,25.78
2014-01-08 00:00:00,-2.775557561562892e-17,25.78
2014-01-09 00:00:00,0.1399999999999999,25.78
2014-01-10 00:00:00,0.1199999999999999,25.78
2014-01-11 00:00:00,-5.551115123125783e-17,25.78
2014-01-13 00:00:00,-0.1,25.78
2014-01-13 16:00:00,-0.1,25.75
2014-01-14 00:00:00,-0.28,25.75
2014-01-15 00:00:00,-0.08,25.75
2014-01-16 00:00:00,0.04,25.75
2014-01-17 00:00:00,0.3400000000000001,25.75
2014-01-18 00:00:00,0.18,25.75
2014-01-20 00:00:00,0.02,25.75
2014-01-21 00:00:00,0.0,25.75
2014-01-22 00:00:00,-0.0399999999999999,25.75
2014-01-23 00:00:00,0.02,25.75
2014-01-24 00:00:00,0.18,25.75
2014-01-25 00:00:00,0.26,25.75
2014-01-27 00:00:00,0.24,25.75
2014-01-27 16:00:00,0.24,25.53
2014-01-28 00:00:00,0.1199999999999999,25.53
2014-01-29 00:00:00,-5.551115123125783e-17,25.53
2014-01-29 16:00:00,-5.551115123125783e-17,25.6
2014-01-30 00:00:00,0.0399999999999999,25.6
2014-01-31 00:00:00,0.0599999999999999,25.6
2014-01-31 16:00:00,0.0599999999999999,25.85
2014-02-01 00:00:00,0.1799999999999998,25.85
2014-02-03 00:00:00,0.1399999999999998,25.85
2014-02-03 16:00:00,0.1399999999999998,25.32
2014-02-04 00:00:00,0.3199999999999999,25.32
2014-02-04 16:00:00,0.3199999999999999,25.49
2014-02-05 00:00:00,0.48,25.49
2014-02-05 16:00:00,0.48,25.76
2014-02-06 00:00:00,0.2399999999999999,25.76
2014-02-07 00:00:00,0.42,25.76
2014-02-07 16:00:00,0.42,26.06
2014-02-08 00:00:00,0.2599999999999999,26.06
2014-02-11 00:00:00,0.22,26.06
2014-02-12 00:00:00,0.2,26.06
2014-02-12 16:00:00,0.2,26.27
2014-02-13 00:00:00,0.16,26.27
2014-02-13 16:00:00,0.16,26.51
2014-02-14 00:00:00,0.26,26.51
2014-02-14 16:00:00,0.26,26.53
2014-02-15 00:00:00,0.22,26.53
2014-02-18 00:00:00,0.0999999999999999,26.53
2014-02-19 00:00:00,0.06,26.53
2014-02-19 16:00:00,0.06,26.84
2014-02-20 00:00:00,0.0199999999999999,26.84
2014-02-20 16:00:00,0.0199999999999999,26.81
2014-02-21 00:00:00,-0.08,26.81
2014-02-21 16:00:00,-0.08,26.99
2014-02-22 00:00:00,-0.02,26.99
2014-02-24 16:00:00,-0.02,27.02
2014-02-25 00:00:00,-0.08,27.02
2014-02-25 16:00:00,-0.08,26.9
2014-02-26 00:00:00,-0.04,26.9
2014-02-27 00:00:00,-0.04,26.9
2014-02-27 16:00:00,-0.04,26.8
2014-02-28 00:00:00,-0.18,26.8
2014-02-28 16:00:00,-0.18,26.95
2014-03-01 00:00:00,-0.1599999999999999,26.95
2014-03-03 16:00:00,-0.1599999999999999,27.27
2014-03-04 00:00:00,4.163336342344337e-17,27.27
2014-03-05 00:00:00,-0.0599999999999999,27.27
2014-03-05 16:00:00,-0.0599999999999999,27.09
2014-03-06 00:00:00,-0.0399999999999999,27.09
2014-03-06 16:00:00,-0.0399999999999999,27.05
2014-03-07 00:00:00,0.08,27.05
2014-03-07 16:00:00,0.08,27.31
2014-03-08 00:00:00,-0.0399999999999999,27.31
2014-03-10 00:00:00,0.06,27.31
2014-03-11 00:00:00,6.938893903907227e-17,27.31
2014-03-11 16:00:00,6.938893903907227e-17,27.2
2014-03-12 00:00:00,-0.1599999999999999,27.2
2014-03-13 00:00:00,-0.1799999999999999,27.2
2014-03-14 00:00:00,8.326672684688674e-17,27.2
2014-03-14 16:00:00,8.326672684688674e-17,26.97
2014-03-15 00:00:00,0.2000000000000001,26.97
2014-03-18 00:00:00,0.2000000000000001,26.97
2014-03-19 00:00:00,0.0600000000000001,26.97
2014-03-19 16:00:00,0.0600000000000001,27.47
2014-03-20 00:00:00,1.3877787807814454e-16,27.47
2014-03-21 00:00:00,0.0200000000000001,27.47
2014-03-21 16:00:00,0.0200000000000001,27.79
2014-03-22 00:00:00,0.1600000000000001,27.79
2014-03-24 00:00:00,0.1400000000000001,27.79
2014-03-25 00:00:00,0.1400000000000001,27.79
2014-03-26 00:00:00,0.1800000000000001,27.79
2014-03-27 00:00:00,0.0200000000000001,27.79
2014-03-28 00:00:00,1.3877787807814454e-16,27.79
2014-03-28 16:00:00,1.3877787807814454e-16,28.16
2014-03-29 00:00:00,-0.0399999999999998,28.16
2014-03-31 00:00:00,1.3877787807814454e-16,28.16
2014-03-31 16:00:00,1.3877787807814454e-16,28.5
2014-04-01 00:00:00,0.2000000000000001,28.5
2014-04-02 00:00:00,0.2400000000000001,28.5
2014-04-02 16:00:00,0.2400000000000001,28.71
2014-04-03 00:00:00,0.1800000000000001,28.71
2014-04-03 16:00:00,0.1800000000000001,28.9
2014-04-04 00:00:00,0.2800000000000001,28.9
2014-04-04 16:00:00,0.2800000000000001,29.0
2014-04-05 00:00:00,0.1400000000000001,29.0
2014-04-08 00:00:00,0.2400000000000001,29.0
2014-04-08 16:00:00,0.2400000000000001,28.8
2014-04-09 00:00:00,0.4000000000000001,28.8
2014-04-10 00:00:00,0.2800000000000001,28.8
2014-04-11 00:00:00,0.3800000000000001,28.8
2014-04-11 16:00:00,0.3800000000000001,29.26
2014-04-12 00:00:00,0.4600000000000001,29.26
2014-04-14 00:00:00,0.52,29.26
2014-04-14 16:00:00,0.52,29.45
2014-04-15 00:00:00,0.5599999999999999,29.45
2014-04-15 16:00:00,0.5599999999999999,29.65
2014-04-16 00:00:00,0.7999999999999999,29.65
2014-04-17 00:00:00,0.7799999999999999,29.65
